time,A1,A2,A3,A4,A5,A6,A7,A8,A9,A10,A11,A12,B1,B2,B3,B4,B5,B6,B7,B8,B9,B10,B11,B12,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,D1,D2,D3,D4,D5,D6,D7,D8,D9,D10,D11,D12,E1,E2,E3,E4,E5,E6,E7,E8,E9,E10,E11,E12,F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,G1,G2,G3,G4,G5,G6,G7,G8,G9,G10,G11,G12,H1,H2,H3,H4,H5,H6,H7,H8,H9,H10,H11,H12
34.5,0.086,0.085,0.086,0.085,0.086,0.085,0.087,0.085,0.083,0.085,0.084,0.089,0.083,0.085,0.109,0.097,0.122,0.087,0.12,0.087,0.125,0.126,0.107,0.084,0.084,0.12,0.086,0.106,0.088,0.12,0.106,0.108,0.089,0.125,0.094,0.084,0.083,0.105,0.085,0.127,0.104,0.087,0.095,0.086,0.12,0.107,0.119,0.085,0.085,0.105,0.118,0.118,0.105,0.096,0.104,0.147,0.086,0.086,0.084,0.083,0.085,0.085,0.096,0.085,0.103,0.147,0.087,0.123,0.105,0.119,0.107,0.084,0.084,0.119,0.122,0.106,0.086,0.105,0.141,0.088,0.106,0.098,0.087,0.084,0.085,0.084,0.085,0.084,0.085,0.086,0.085,0.085,0.084,0.086,0.085,0.085
35,0.086,0.085,0.086,0.085,0.086,0.085,0.087,0.085,0.083,0.085,0.084,0.089,0.083,0.085,0.109,0.097,0.122,0.087,0.12,0.087,0.125,0.126,0.108,0.084,0.085,0.121,0.086,0.106,0.089,0.12,0.106,0.108,0.089,0.125,0.094,0.084,0.083,0.105,0.085,0.127,0.104,0.087,0.095,0.086,0.12,0.107,0.119,0.085,0.085,0.105,0.119,0.118,0.105,0.096,0.104,0.147,0.086,0.086,0.084,0.083,0.085,0.086,0.097,0.086,0.103,0.147,0.087,0.123,0.105,0.118,0.107,0.084,0.084,0.119,0.122,0.106,0.087,0.106,0.141,0.088,0.106,0.098,0.087,0.084,0.085,0.084,0.085,0.084,0.085,0.086,0.085,0.086,0.084,0.086,0.085,0.085
35.5,0.086,0.085,0.086,0.084,0.086,0.085,0.087,0.085,0.083,0.085,0.084,0.088,0.083,0.085,0.109,0.097,0.121,0.086,0.12,0.087,0.125,0.126,0.107,0.084,0.084,0.12,0.086,0.106,0.088,0.12,0.106,0.108,0.089,0.125,0.094,0.084,0.083,0.104,0.085,0.127,0.104,0.087,0.095,0.085,0.12,0.107,0.119,0.085,0.085,0.105,0.118,0.118,0.105,0.095,0.103,0.147,0.086,0.085,0.084,0.083,0.085,0.085,0.096,0.085,0.103,0.147,0.086,0.123,0.104,0.118,0.107,0.084,0.084,0.119,0.122,0.105,0.086,0.105,0.14,0.087,0.106,0.098,0.086,0.084,0.085,0.084,0.085,0.084,0.085,0.085,0.085,0.085,0.084,0.086,0.086,0.085
36,0.086,0.085,0.086,0.085,0.086,0.086,0.087,0.085,0.083,0.085,0.084,0.089,0.083,0.085,0.109,0.097,0.122,0.087,0.12,0.087,0.125,0.126,0.107,0.084,0.084,0.121,0.086,0.106,0.088,0.12,0.106,0.107,0.089,0.125,0.094,0.084,0.083,0.105,0.085,0.127,0.104,0.087,0.095,0.086,0.121,0.107,0.119,0.085,0.084,0.105,0.119,0.118,0.105,0.096,0.104,0.147,0.087,0.086,0.084,0.084,0.085,0.086,0.096,0.086,0.103,0.147,0.087,0.123,0.105,0.119,0.107,0.084,0.084,0.119,0.122,0.106,0.087,0.105,0.141,0.088,0.106,0.099,0.087,0.084,0.085,0.084,0.085,0.084,0.085,0.086,0.085,0.086,0.084,0.086,0.085,0.085
36.5,0.086,0.085,0.086,0.085,0.086,0.086,0.087,0.085,0.083,0.085,0.084,0.089,0.084,0.086,0.109,0.097,0.122,0.087,0.12,0.087,0.125,0.126,0.108,0.084,0.085,0.121,0.086,0.106,0.089,0.12,0.106,0.108,0.089,0.125,0.094,0.084,0.084,0.105,0.085,0.127,0.104,0.087,0.095,0.086,0.12,0.107,0.119,0.085,0.085,0.105,0.119,0.118,0.105,0.096,0.104,0.147,0.087,0.086,0.084,0.084,0.086,0.086,0.097,0.086,0.103,0.147,0.087,0.123,0.105,0.119,0.107,0.084,0.085,0.119,0.122,0.106,0.087,0.106,0.141,0.088,0.106,0.099,0.087,0.084,0.086,0.084,0.085,0.084,0.085,0.086,0.085,0.086,0.085,0.086,0.086,0.085
37,0.086,0.085,0.086,0.085,0.086,0.086,0.087,0.085,0.083,0.085,0.084,0.089,0.084,0.085,0.11,0.097,0.122,0.087,0.12,0.087,0.125,0.126,0.108,0.084,0.085,0.121,0.087,0.106,0.089,0.12,0.106,0.108,0.089,0.126,0.095,0.084,0.084,0.105,0.085,0.127,0.104,0.087,0.095,0.086,0.121,0.107,0.119,0.086,0.085,0.106,0.119,0.118,0.105,0.096,0.104,0.147,0.087,0.086,0.085,0.084,0.086,0.086,0.097,0.086,0.103,0.147,0.087,0.123,0.105,0.119,0.107,0.084,0.085,0.119,0.123,0.106,0.087,0.106,0.141,0.088,0.106,0.099,0.087,0.085,0.086,0.084,0.086,0.085,0.086,0.086,0.085,0.086,0.085,0.086,0.086,0.085
37.5,0.086,0.085,0.086,0.085,0.086,0.086,0.087,0.085,0.083,0.085,0.084,0.089,0.084,0.085,0.109,0.097,0.122,0.087,0.12,0.087,0.125,0.126,0.108,0.084,0.084,0.121,0.086,0.106,0.089,0.12,0.106,0.108,0.089,0.126,0.094,0.084,0.084,0.105,0.085,0.127,0.104,0.087,0.095,0.086,0.121,0.107,0.119,0.086,0.085,0.105,0.119,0.118,0.105,0.096,0.104,0.147,0.087,0.086,0.085,0.084,0.085,0.086,0.096,0.085,0.103,0.147,0.087,0.123,0.104,0.118,0.107,0.084,0.085,0.119,0.122,0.106,0.086,0.106,0.14,0.088,0.106,0.099,0.087,0.084,0.086,0.084,0.085,0.084,0.085,0.086,0.085,0.085,0.085,0.086,0.086,0.085
38,0.086,0.085,0.086,0.085,0.086,0.086,0.087,0.085,0.083,0.085,0.084,0.089,0.084,0.085,0.109,0.097,0.122,0.087,0.12,0.087,0.125,0.126,0.108,0.084,0.084,0.121,0.086,0.106,0.088,0.12,0.106,0.108,0.089,0.125,0.094,0.084,0.084,0.104,0.085,0.127,0.104,0.087,0.095,0.086,0.12,0.107,0.118,0.086,0.085,0.105,0.118,0.118,0.105,0.096,0.103,0.146,0.087,0.086,0.084,0.084,0.085,0.085,0.096,0.085,0.103,0.147,0.087,0.123,0.104,0.118,0.107,0.084,0.084,0.119,0.122,0.106,0.086,0.106,0.14,0.087,0.105,0.099,0.087,0.084,0.085,0.084,0.085,0.084,0.085,0.086,0.085,0.085,0.084,0.086,0.085,0.085
38.5,0.086,0.085,0.086,0.085,0.086,0.086,0.087,0.085,0.084,0.085,0.084,0.089,0.084,0.086,0.11,0.097,0.122,0.087,0.12,0.087,0.125,0.127,0.108,0.084,0.085,0.121,0.086,0.106,0.089,0.12,0.106,0.108,0.089,0.126,0.094,0.084,0.084,0.105,0.085,0.127,0.104,0.087,0.095,0.086,0.121,0.107,0.118,0.086,0.085,0.106,0.119,0.118,0.105,0.096,0.104,0.147,0.087,0.086,0.084,0.084,0.086,0.086,0.097,0.086,0.103,0.147,0.087,0.124,0.105,0.119,0.107,0.084,0.085,0.119,0.123,0.106,0.087,0.106,0.141,0.088,0.106,0.099,0.087,0.085,0.086,0.085,0.086,0.085,0.086,0.086,0.085,0.086,0.085,0.086,0.086,0.085
39,0.086,0.085,0.086,0.085,0.086,0.086,0.087,0.085,0.084,0.085,0.084,0.089,0.084,0.085,0.11,0.097,0.123,0.087,0.12,0.087,0.125,0.126,0.108,0.084,0.084,0.121,0.086,0.106,0.089,0.12,0.106,0.108,0.089,0.126,0.094,0.084,0.084,0.105,0.085,0.127,0.104,0.087,0.095,0.086,0.121,0.107,0.119,0.086,0.085,0.105,0.119,0.118,0.105,0.096,0.103,0.147,0.087,0.086,0.084,0.084,0.085,0.086,0.097,0.086,0.103,0.147,0.087,0.124,0.105,0.118,0.107,0.085,0.085,0.119,0.123,0.106,0.087,0.106,0.14,0.088,0.106,0.099,0.087,0.085,0.085,0.085,0.086,0.084,0.086,0.086,0.085,0.086,0.084,0.086,0.086,0.085
39.5,0.086,0.085,0.086,0.085,0.086,0.086,0.087,0.085,0.083,0.085,0.084,0.089,0.084,0.085,0.109,0.097,0.122,0.087,0.12,0.087,0.125,0.126,0.107,0.084,0.084,0.121,0.086,0.106,0.089,0.12,0.106,0.108,0.089,0.125,0.094,0.084,0.084,0.104,0.085,0.127,0.104,0.087,0.095,0.085,0.12,0.107,0.118,0.085,0.085,0.105,0.118,0.118,0.105,0.096,0.103,0.146,0.087,0.086,0.084,0.084,0.085,0.086,0.096,0.086,0.103,0.147,0.087,0.123,0.104,0.118,0.107,0.084,0.085,0.119,0.122,0.105,0.086,0.105,0.14,0.088,0.106,0.099,0.087,0.084,0.085,0.084,0.085,0.084,0.085,0.086,0.085,0.086,0.084,0.086,0.086,0.085
40,0.086,0.085,0.086,0.085,0.086,0.086,0.087,0.085,0.084,0.085,0.084,0.089,0.084,0.085,0.109,0.097,0.122,0.087,0.12,0.087,0.125,0.126,0.108,0.084,0.085,0.121,0.086,0.106,0.089,0.12,0.106,0.108,0.089,0.125,0.094,0.084,0.084,0.104,0.085,0.127,0.104,0.087,0.095,0.086,0.12,0.107,0.118,0.086,0.085,0.105,0.119,0.118,0.105,0.096,0.103,0.146,0.087,0.086,0.085,0.084,0.086,0.086,0.097,0.085,0.103,0.147,0.087,0.123,0.104,0.118,0.107,0.084,0.085,0.119,0.122,0.105,0.086,0.106,0.14,0.088,0.106,0.099,0.087,0.085,0.086,0.084,0.085,0.084,0.086,0.086,0.085,0.086,0.085,0.086,0.086,0.085
40.5,0.086,0.085,0.086,0.085,0.086,0.086,0.087,0.085,0.083,0.085,0.084,0.089,0.084,0.085,0.109,0.097,0.122,0.087,0.12,0.087,0.125,0.126,0.108,0.084,0.084,0.121,0.086,0.106,0.089,0.12,0.106,0.107,0.089,0.125,0.094,0.084,0.084,0.104,0.085,0.127,0.104,0.087,0.095,0.085,0.12,0.106,0.118,0.085,0.085,0.105,0.118,0.118,0.105,0.096,0.103,0.147,0.087,0.086,0.084,0.084,0.085,0.085,0.097,0.085,0.103,0.147,0.087,0.123,0.104,0.118,0.107,0.084,0.085,0.119,0.123,0.105,0.087,0.106,0.14,0.088,0.106,0.099,0.087,0.085,0.086,0.085,0.086,0.085,0.085,0.086,0.085,0.086,0.084,0.086,0.086,0.085
41,0.086,0.085,0.086,0.085,0.086,0.086,0.087,0.085,0.083,0.085,0.084,0.089,0.084,0.086,0.109,0.097,0.123,0.087,0.12,0.087,0.125,0.126,0.108,0.084,0.085,0.121,0.086,0.106,0.089,0.12,0.106,0.108,0.089,0.125,0.094,0.085,0.084,0.105,0.085,0.127,0.104,0.087,0.095,0.086,0.121,0.107,0.118,0.086,0.085,0.106,0.119,0.118,0.105,0.096,0.103,0.147,0.087,0.086,0.085,0.084,0.086,0.086,0.097,0.086,0.103,0.147,0.087,0.123,0.105,0.118,0.107,0.084,0.085,0.119,0.123,0.105,0.087,0.106,0.14,0.088,0.106,0.099,0.087,0.085,0.086,0.085,0.086,0.085,0.086,0.086,0.085,0.086,0.085,0.086,0.086,0.085
41.5,0.086,0.085,0.087,0.085,0.086,0.086,0.087,0.086,0.084,0.085,0.084,0.089,0.084,0.086,0.11,0.097,0.123,0.087,0.12,0.087,0.125,0.126,0.108,0.084,0.085,0.121,0.086,0.106,0.089,0.12,0.106,0.108,0.089,0.125,0.094,0.085,0.084,0.105,0.086,0.127,0.104,0.087,0.095,0.086,0.121,0.107,0.118,0.086,0.085,0.105,0.118,0.118,0.105,0.096,0.103,0.146,0.087,0.086,0.085,0.084,0.086,0.086,0.097,0.086,0.103,0.147,0.087,0.124,0.105,0.118,0.108,0.085,0.085,0.119,0.123,0.106,0.087,0.106,0.14,0.088,0.106,0.099,0.087,0.085,0.086,0.085,0.086,0.085,0.086,0.086,0.085,0.086,0.085,0.087,0.086,0.086
42,0.086,0.085,0.086,0.085,0.086,0.086,0.087,0.085,0.084,0.085,0.084,0.089,0.084,0.086,0.11,0.097,0.123,0.087,0.12,0.087,0.125,0.126,0.108,0.084,0.085,0.121,0.086,0.106,0.089,0.12,0.106,0.107,0.089,0.125,0.094,0.084,0.084,0.105,0.085,0.127,0.104,0.087,0.095,0.086,0.12,0.107,0.118,0.086,0.085,0.106,0.118,0.118,0.105,0.096,0.103,0.146,0.087,0.086,0.084,0.084,0.086,0.086,0.096,0.086,0.103,0.147,0.087,0.124,0.105,0.118,0.107,0.085,0.085,0.119,0.123,0.105,0.087,0.106,0.14,0.088,0.106,0.099,0.087,0.085,0.086,0.084,0.086,0.085,0.086,0.086,0.085,0.086,0.085,0.086,0.086,0.085
42.5,0.086,0.085,0.087,0.085,0.086,0.086,0.087,0.086,0.084,0.085,0.084,0.089,0.084,0.086,0.11,0.098,0.123,0.087,0.12,0.087,0.125,0.126,0.108,0.084,0.085,0.121,0.086,0.106,0.089,0.12,0.106,0.108,0.089,0.126,0.094,0.085,0.084,0.105,0.086,0.127,0.104,0.087,0.095,0.086,0.12,0.106,0.118,0.086,0.085,0.106,0.118,0.118,0.105,0.096,0.103,0.146,0.087,0.086,0.085,0.084,0.086,0.086,0.097,0.086,0.103,0.147,0.087,0.124,0.105,0.118,0.107,0.085,0.085,0.119,0.123,0.106,0.087,0.106,0.14,0.088,0.106,0.099,0.088,0.085,0.086,0.085,0.086,0.085,0.086,0.086,0.085,0.086,0.085,0.087,0.086,0.086
43,0.086,0.085,0.086,0.085,0.086,0.086,0.087,0.085,0.084,0.085,0.084,0.089,0.084,0.086,0.109,0.098,0.123,0.087,0.12,0.088,0.125,0.126,0.108,0.084,0.085,0.121,0.087,0.106,0.089,0.12,0.106,0.108,0.089,0.125,0.094,0.085,0.084,0.105,0.086,0.127,0.104,0.087,0.095,0.086,0.12,0.107,0.118,0.086,0.085,0.106,0.119,0.119,0.105,0.096,0.103,0.146,0.087,0.086,0.084,0.084,0.086,0.086,0.097,0.086,0.103,0.147,0.087,0.124,0.105,0.118,0.107,0.085,0.085,0.119,0.123,0.105,0.087,0.106,0.14,0.088,0.106,0.099,0.087,0.085,0.086,0.085,0.086,0.085,0.086,0.086,0.085,0.086,0.085,0.086,0.086,0.086
43.5,0.086,0.085,0.086,0.085,0.086,0.086,0.087,0.085,0.084,0.085,0.084,0.089,0.084,0.086,0.11,0.098,0.122,0.087,0.12,0.087,0.125,0.126,0.108,0.084,0.085,0.121,0.086,0.106,0.089,0.12,0.106,0.108,0.089,0.126,0.094,0.085,0.084,0.105,0.086,0.127,0.104,0.087,0.095,0.086,0.12,0.107,0.118,0.086,0.085,0.106,0.118,0.119,0.105,0.096,0.103,0.146,0.087,0.086,0.085,0.084,0.086,0.086,0.097,0.086,0.103,0.147,0.087,0.124,0.105,0.118,0.108,0.085,0.085,0.119,0.123,0.106,0.087,0.106,0.14,0.088,0.106,0.099,0.088,0.085,0.086,0.085,0.086,0.085,0.086,0.086,0.085,0.086,0.085,0.087,0.086,0.086
44,0.086,0.085,0.086,0.085,0.086,0.086,0.087,0.085,0.083,0.085,0.084,0.089,0.084,0.086,0.109,0.098,0.123,0.087,0.12,0.088,0.125,0.126,0.108,0.084,0.085,0.121,0.086,0.106,0.089,0.12,0.106,0.108,0.089,0.125,0.094,0.084,0.084,0.105,0.085,0.127,0.104,0.087,0.095,0.086,0.12,0.106,0.117,0.086,0.085,0.105,0.118,0.118,0.105,0.096,0.103,0.146,0.087,0.086,0.085,0.084,0.086,0.086,0.097,0.086,0.102,0.147,0.087,0.123,0.104,0.118,0.107,0.084,0.085,0.119,0.123,0.106,0.087,0.106,0.14,0.088,0.106,0.099,0.087,0.085,0.086,0.085,0.086,0.085,0.086,0.086,0.085,0.086,0.085,0.086,0.086,0.085
44.5,0.086,0.085,0.087,0.085,0.086,0.086,0.087,0.085,0.084,0.085,0.084,0.089,0.084,0.085,0.109,0.098,0.123,0.087,0.12,0.087,0.125,0.126,0.108,0.084,0.085,0.121,0.086,0.106,0.089,0.12,0.106,0.108,0.089,0.125,0.094,0.084,0.084,0.104,0.086,0.127,0.104,0.087,0.095,0.086,0.12,0.107,0.117,0.086,0.085,0.106,0.118,0.118,0.105,0.096,0.103,0.146,0.087,0.086,0.085,0.084,0.086,0.086,0.097,0.086,0.103,0.147,0.087,0.123,0.104,0.118,0.108,0.085,0.085,0.119,0.123,0.105,0.087,0.106,0.14,0.088,0.106,0.099,0.087,0.085,0.086,0.085,0.086,0.085,0.086,0.086,0.085,0.086,0.085,0.087,0.086,0.086
45,0.086,0.085,0.087,0.085,0.086,0.086,0.087,0.085,0.084,0.085,0.084,0.089,0.084,0.086,0.11,0.098,0.123,0.087,0.12,0.088,0.125,0.126,0.108,0.084,0.085,0.121,0.086,0.106,0.089,0.12,0.106,0.108,0.089,0.125,0.094,0.084,0.084,0.105,0.086,0.127,0.104,0.087,0.095,0.086,0.12,0.107,0.117,0.086,0.085,0.105,0.118,0.118,0.105,0.096,0.103,0.146,0.087,0.086,0.085,0.084,0.086,0.086,0.096,0.086,0.103,0.147,0.087,0.123,0.105,0.118,0.108,0.084,0.085,0.119,0.122,0.106,0.087,0.106,0.14,0.088,0.106,0.099,0.088,0.085,0.086,0.085,0.086,0.085,0.086,0.086,0.085,0.086,0.085,0.086,0.086,0.086
45.5,0.086,0.085,0.087,0.085,0.086,0.086,0.087,0.085,0.084,0.085,0.084,0.089,0.084,0.086,0.11,0.098,0.123,0.087,0.12,0.087,0.125,0.126,0.108,0.084,0.085,0.121,0.086,0.106,0.089,0.12,0.106,0.108,0.089,0.125,0.094,0.085,0.084,0.105,0.086,0.127,0.104,0.087,0.095,0.086,0.12,0.107,0.117,0.086,0.085,0.106,0.118,0.118,0.105,0.096,0.103,0.146,0.087,0.086,0.085,0.084,0.086,0.086,0.097,0.086,0.103,0.147,0.087,0.124,0.104,0.118,0.108,0.085,0.085,0.119,0.123,0.105,0.087,0.106,0.14,0.088,0.106,0.099,0.088,0.085,0.086,0.085,0.086,0.085,0.086,0.086,0.086,0.086,0.085,0.087,0.086,0.085
46,0.086,0.086,0.087,0.085,0.087,0.086,0.087,0.086,0.084,0.086,0.085,0.089,0.084,0.086,0.11,0.098,0.123,0.087,0.12,0.088,0.125,0.126,0.108,0.084,0.085,0.121,0.086,0.106,0.089,0.12,0.106,0.108,0.089,0.125,0.094,0.085,0.084,0.104,0.086,0.127,0.104,0.087,0.095,0.086,0.12,0.107,0.117,0.086,0.085,0.105,0.118,0.118,0.105,0.096,0.103,0.146,0.087,0.086,0.085,0.084,0.086,0.086,0.097,0.086,0.103,0.147,0.087,0.123,0.105,0.118,0.108,0.085,0.085,0.119,0.123,0.105,0.087,0.106,0.14,0.088,0.106,0.099,0.088,0.085,0.086,0.085,0.086,0.085,0.086,0.086,0.085,0.086,0.085,0.087,0.086,0.086
46.5,0.086,0.085,0.086,0.085,0.086,0.086,0.087,0.085,0.083,0.085,0.084,0.089,0.084,0.086,0.109,0.098,0.122,0.087,0.12,0.087,0.125,0.125,0.107,0.084,0.085,0.121,0.086,0.106,0.089,0.12,0.106,0.108,0.089,0.125,0.094,0.085,0.084,0.104,0.085,0.127,0.104,0.087,0.095,0.086,0.12,0.107,0.117,0.085,0.085,0.105,0.118,0.118,0.105,0.096,0.103,0.145,0.087,0.086,0.084,0.084,0.086,0.086,0.096,0.086,0.103,0.146,0.087,0.123,0.104,0.118,0.107,0.085,0.085,0.118,0.122,0.105,0.087,0.106,0.14,0.088,0.106,0.099,0.087,0.085,0.086,0.085,0.086,0.085,0.086,0.086,0.085,0.086,0.084,0.087,0.086,0.085
47,0.086,0.085,0.086,0.085,0.086,0.086,0.087,0.085,0.084,0.085,0.084,0.089,0.084,0.086,0.109,0.098,0.123,0.087,0.12,0.087,0.125,0.125,0.107,0.084,0.085,0.121,0.086,0.106,0.089,0.12,0.106,0.108,0.089,0.125,0.094,0.084,0.084,0.104,0.086,0.127,0.104,0.087,0.095,0.086,0.12,0.107,0.117,0.086,0.085,0.105,0.118,0.118,0.105,0.096,0.103,0.145,0.087,0.086,0.085,0.084,0.086,0.086,0.097,0.086,0.103,0.146,0.087,0.123,0.104,0.117,0.108,0.085,0.085,0.118,0.122,0.105,0.087,0.106,0.14,0.088,0.106,0.099,0.087,0.085,0.086,0.085,0.086,0.085,0.086,0.086,0.086,0.086,0.085,0.086,0.086,0.085
47.5,0.086,0.085,0.087,0.085,0.086,0.086,0.087,0.085,0.084,0.085,0.084,0.089,0.084,0.086,0.109,0.098,0.123,0.087,0.119,0.087,0.125,0.126,0.107,0.084,0.085,0.121,0.086,0.106,0.089,0.12,0.106,0.107,0.089,0.125,0.094,0.084,0.084,0.104,0.086,0.127,0.104,0.087,0.095,0.086,0.12,0.106,0.117,0.086,0.085,0.105,0.118,0.118,0.105,0.096,0.103,0.145,0.087,0.086,0.085,0.084,0.086,0.086,0.096,0.086,0.103,0.146,0.087,0.123,0.104,0.117,0.107,0.085,0.085,0.118,0.122,0.105,0.087,0.106,0.139,0.088,0.106,0.1,0.088,0.085,0.086,0.085,0.086,0.085,0.086,0.086,0.085,0.086,0.085,0.086,0.086,0.085
48,0.086,0.085,0.087,0.085,0.086,0.086,0.087,0.085,0.084,0.085,0.084,0.089,0.084,0.086,0.109,0.098,0.123,0.087,0.119,0.087,0.125,0.125,0.107,0.084,0.085,0.121,0.086,0.106,0.089,0.12,0.106,0.107,0.089,0.125,0.094,0.084,0.084,0.104,0.086,0.127,0.104,0.087,0.095,0.086,0.12,0.107,0.117,0.086,0.085,0.105,0.118,0.118,0.105,0.096,0.103,0.145,0.087,0.086,0.085,0.084,0.086,0.086,0.096,0.086,0.102,0.146,0.087,0.123,0.104,0.117,0.108,0.085,0.085,0.118,0.123,0.105,0.087,0.105,0.139,0.088,0.106,0.1,0.087,0.085,0.086,0.085,0.086,0.085,0.086,0.086,0.086,0.086,0.085,0.087,0.086,0.086
